Geo_Code,Prov_Name,CMA_CA_Name,CT_Name,GNR,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
9150102.04,British Columbia,Kelowna,0102.04,36.2,Citizenship,Total population in private households by citizenship,1,5820,,2745,,3070,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Citizenship,  Canadian citizens,,5665,,2685,,2980,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Citizenship,    Canadian citizens aged under 18,,800,,400,,395,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Citizenship,    Canadian citizens aged 18 and over,,4875,,2285,,2590,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Citizenship,  Not Canadian citizens,2,150,,60,,90,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,Total population in private households by immigrant status and period of immigration,3,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,  Non-immigrants,4,5215,,2475,,2740,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,  Immigrants,5,590,,265,,325,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,    Before 1971,,300,,120,,185,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,    1971 to 1980,,135,,65,,70,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,    1981 to 1990,,60,,40,,25,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,    1991 to 2000,,15,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,    2001 to 2011,6,75,,40,,40,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,      2001 to 2005,,30,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,      2006 to 2011,6,50,,25,,25,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and period of immigration,  Non-permanent residents,7,15,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,Total immigrant population in private households by age at immigration,8,590,,265,,325,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,  Under 5 years,,50,,25,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,  5 to 14 years,,130,,50,,80,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,  15 to 24 years,,170,,60,,115,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,  25 to 44 years,,215,,120,,100,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Age at immigration,  45 years and over,,20,,15,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,Total population in private households by immigrant status and selected places of birth,9,5820,,2740,,3070,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,  Non-immigrants,10,5210,,2475,,2735,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Born in province of residence,,2465,,1170,,1300,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Born outside province of residence,,2750,,1305,,1440,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,  Immigrants,11,590,,265,,325,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Americas,,70,,20,,50,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      United States,,35,,10,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Jamaica,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Guyana,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Haiti,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Mexico,,15,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Trinidad and Tobago,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Colombia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      El Salvador,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Peru,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Chile,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Other places of birth in Americas,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Europe,,450,,215,,240,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      United Kingdom,12,240,,95,,150,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Italy,,25,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Germany,,75,,35,,35,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Poland,,20,,20,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Portugal,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Netherlands,,20,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      France,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Romania,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Russian Federation,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Greece,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Ukraine,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Croatia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Hungary,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Bosnia and Herzegovina,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Serbia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,"      Ireland, Republic of",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Other places of birth in Europe,,30,,15,,15,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Africa,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Morocco,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Algeria,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Egypt,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,"      South Africa, Republic of",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Nigeria,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Ethiopia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Kenya,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Other places of birth in Africa,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Asia,,60,,20,,35,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      India,,20,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      China,13,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Philippines,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Hong Kong Special Administrative Region,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Viet Nam,14,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Pakistan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Sri Lanka,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Iran,15,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,"      Korea, South",16,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Lebanon,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Taiwan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Iraq,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Bangladesh,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Afghanistan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Japan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Turkey,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Other places of birth in Asia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,    Oceania and other,17,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Fiji,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,      Other places of birth,18,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Immigrant status and selected places of birth,  Non-permanent residents,19,15,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,Total recent immigrant population in private households by selected places of birth,20,50,,30,,25,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,  Americas,,15,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    United States,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Mexico,,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Cuba,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Haiti,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Jamaica,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Brazil,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Colombia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Guyana,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Peru,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Venezuela,21,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Other places of birth in Americas,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,  Europe,,25,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    France,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Germany,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Poland,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Romania,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Moldova,22,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Russian Federation,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Ukraine,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    United Kingdom,12,0,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Other places of birth in Europe,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,  Africa,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Nigeria,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Ethiopia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Mauritius,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Somalia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Algeria,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Egypt,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Morocco,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Tunisia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Cameroon,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,"    Congo, The Democratic Republic of the",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,"    South Africa, Republic of",,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Other places of birth in Africa,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,  Asia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Philippines,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    China,13,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    India,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Pakistan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Iran,15,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    South Korea,16,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Sri Lanka,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Iraq,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Bangladesh,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Lebanon,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Viet Nam,14,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Taiwan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Afghanistan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Japan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Turkey,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Israel,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Nepal,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Hong Kong Special Administrative Region,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    United Arab Emirates,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Saudi Arabia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Syria,23,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,    Other places of birth in Asia,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Recent immigrants by selected place of birth,  Oceania and other,17,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Generation status,Total population in private households by generation status,24,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Generation status,  First generation,25,625,,275,,355,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Generation status,  Second generation,26,1195,,590,,605,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Generation status,  Third generation or more,27,3995,,1885,,2115,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,Total population in private households by visible minority,,5815,,2745,,3070,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,  Total visible minority population,28,200,,105,,95,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    South Asian,29,60,,30,,30,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Chinese,,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Black,,20,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Filipino,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Latin American,,10,,10,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Arab,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Southeast Asian,30,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    West Asian,31,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Korean,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Japanese,,25,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,"    Visible minority, n.i.e.",32,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,    Multiple visible minorities,33,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Visible minority population,  Not a visible minority,34,5620,,2640,,2975,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,Total population in private households by ethnic origins,35,5820,,2745,,3075,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  North American Aboriginal origins,,875,,405,,470,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    First Nations (North American Indian),,640,,310,,330,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Inuit,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Métis,,270,,110,,160,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  Other North American origins,,1290,,600,,685,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Acadian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    American,,130,,75,,55,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Canadian,,1185,,545,,635,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    New Brunswicker,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Newfoundlander,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Nova Scotian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Ontarian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Québécois,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"    Other North American origins, n.i.e.",36,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,  European origins,,4840,,2300,,2535,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    British Isles origins,,3160,,1520,,1645,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Channel Islander,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Cornish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      English,,2015,,920,,1095,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Irish,,1025,,470,,555,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Manx,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Scottish,,1415,,755,,660,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Welsh,,165,,70,,95,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      British Isles origins, n.i.e.",37,120,,60,,55,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    French origins,,780,,360,,425,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Alsatian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Breton,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      French,,780,,360,,425,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Western European origins (except French origins),,1545,,705,,840,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Austrian,,95,,25,,70,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Belgian,,15,,0,,15,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Dutch,,265,,130,,135,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Flemish,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Frisian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      German,,1240,,575,,665,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Luxembourger,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Swiss,,45,,35,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Western European origins, n.i.e.",38,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Northern European origins (except British Isles origins),,615,,270,,350,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Danish,,50,,15,,35,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Finnish,,55,,15,,40,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Icelandic,,35,,25,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Norwegian,,180,,90,,100,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Swedish,,285,,125,,160,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Northern European origins, n.i.e.",39,55,,0,,35,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Eastern European origins,,955,,410,,550,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Bulgarian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Byelorussian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Czech,,20,,0,,15,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Czechoslovakian, n.o.s.",,40,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Estonian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Hungarian,,60,,10,,50,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Latvian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Lithuanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Moldovan,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Polish,,195,,90,,105,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Romanian,,70,,30,,45,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Russian,,285,,140,,145,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Slovak,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Ukrainian,,410,,175,,235,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,"      Eastern European origins, n.i.e.",40,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,    Southern European origins,,300,,145,,155,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Albanian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Bosnian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Croatian,,10,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Cypriot,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Greek,,45,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Italian,,155,,75,,80,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Kosovar,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Macedonian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Maltese,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Montenegrin,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Portuguese,,35,,20,,20,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Serbian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Sicilian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Slovenian,,0,,0,,0,
9150102.04,British Columbia,Kelowna,0102.04,36.2,Ethnic origin population,      Spanish,,35,,15,,0,
